"Time","Population","Curve_ID"
40,499.999999555654,66
41,499.999999833997,66
42,499.999999937983,66
43,499.999999976831,66
44,499.999999991344,66
45,499.999999996766,66
46,499.999999998792,66
47,499.999999999549,66
48,499.999999999831,66
49,499.999999999937,66
50,499.999999999976,66
51,499.999999999991,66
52,499.999999999997,66
53,499.999999999999,66
54,500,66
55,500,66
56,500,66
57,500,66
58,500,66
59,500,66
60,500,66
61,500,66
62,500,66
63,500,66
64,500,66
65,500,66
66,500,66
67,500,66
68,500,66
69,500,66
70,500,66
71,500,66
72,500,66
73,500,66
74,500,66
75,500,66
76,500,66
77,500,66
78,500,66
79,500,66
80,500,66
81,500,66
82,500,66
83,500,66
84,500,66
85,500,66
86,500,66
87,500,66
88,500,66
89,500,66
90,500,66
91,500,66
92,500,66
93,500,66
94,500,66
95,500,66
96,500,66
97,500,66
98,500,66
99,500,66
100,500,66
0,5,67
1,5,67
2,5,67
3,5,67
4,5,67
5,5,67
6,5,67
7,7.8903518504824,67
8,12.4248973112489,67
9,19.4996268135833,67
10,30.4415973176608,67
11,47.1345270001636,67
12,72.0623225832613,67
13,108.075736389746,67
14,157.541630664579,67
15,220.547155177633,67
16,292.522790304296,67
17,363.399837578691,67
18,421.37092609789,67
19,460.063109512646,67
20,481.520018960951,67
21,491.911833306606,67
22,496.558193498198,67
23,498.554062870013,67
24,499.395917646681,67
25,499.748220895052,67
26,499.89516306624,67
27,499.956365508873,67
28,499.981841877741,67
29,499.99244419214,67
30,499.996856033192,67
31,499.998691813625,67
32,499.999455674032,67
33,499.999773510771,67
34,499.999905759915,67
35,499.999960787582,67
36,499.999983684082,67
37,499.999993211101,67
38,499.999997175203,67
39,499.999998824629,67
40,499.999999510939,67
41,499.999999796506,67
42,499.999999915328,67
43,499.999999964769,67
44,499.999999985341,67
45,499.9999999939,67
46,499.999999997462,67
47,499.999999998944,67
48,499.999999999561,67
49,499.999999999817,67
50,499.999999999924,67
51,499.999999999968,67
52,499.999999999987,67
53,499.999999999995,67
54,499.999999999998,67
55,499.999999999999,67
56,500,67
57,500,67
58,500,67
59,500,67
60,500,67
61,500,67
62,500,67
63,500,67
64,500,67
65,500,67
66,500,67
67,500,67
68,500,67
69,500,67
70,500,67
71,500,67
72,500,67
73,500,67
74,500,67
75,500,67
76,500,67
77,500,67
78,500,67
79,500,67
80,500,67
81,500,67
82,500,67
83,500,67
84,500,67
85,500,67
86,500,67
87,500,67
88,500,67
89,500,67
90,500,67
91,500,67
92,500,67
93,500,67
94,500,67
95,500,67
96,500,67
97,500,67
98,500,67
99,500,67
100,500,67
0,1.5,68
1,1.5,68
2,1.5,68
3,1.5,68
4,1.5,68
5,1.5,68
6,1.5,68
7,1.5,68
8,1.5,68
9,1.5,68
10,1.5,68
11,1.78939081768831,68
12,2.1339402438719,68
13,2.54387787603896,68
14,3.03121119033462,68
15,3.6099842995884,68
16,4.29655269004487,68
17,5.10986435920074,68
18,6.07173180238664,68
19,7.20707121374003,68
20,8.54407472859938,68
